0,0
1,1.7207170214
0.0001954602,2.3640053396
0.0003125419,2.8116858628
0.0007766306,3.0654512764
0.0009597663,3.2508098551
0.0008676406,3.4528664385
0.0007822732,3.6550137308
0.000657943,3.7977124462
0.0006023241,3.8492732923
0.0005541762,3.7987453922
0.0005366082,3.6232004534
0.0006523221,3.3211685166
0.000674932,2.9735039698
0.000541717,2.717061287
0.0004111005,2.623646439
0.0004857888,2.6348826109
0.0005003852,2.6420564059
0.0004028006,2.5945593971
0.000383423,2.5167021716
0.0003862904,2.4627119492
0.0004461613,2.4709643075
0.0003859561,2.5341780685
0.0003104056,2.6083963432
0.0003133157,2.6482311569
0.0002872271,2.6234914298
0.0003355742,2.5352672441
0.0003066592,2.4314150764
0.0003084344,2.371796595
0.0002948128,2.3835749891
0.0002703503,2.4721065765
0.0002619292,2.6317349925
0.0002385616,2.8006057881
0.0002709794,2.8554101661
0.0002105873,2.7140786825
0.0001591134,2.4204150302
0.0001784356,2.1041801483
0.0001984973,1.882578728
0.0001728032,1.8001191995
0.000149767,1.8341721258
0.0001478243,1.9409268674
0.0001626504,2.0828366736
0.0001823021,2.2140657998
0.0001861346,2.2831619049
0.000183613,2.2861626599
0.0001554126,2.2967379508
0.0001539459,2.3918641112
0.0001920135,2.5380909851
0.0002252537,2.6072586855
0.0002254296,2.516607564
0.0001925554,2.3042804945
0.0001905031,2.076342142
0.0001819144,1.9237547955
0.0001852243,1.8807953626
0.0002049402,1.9267179641
0.0001866647,2.0109727914
0.0001567322,2.0831316793
0.0001486985,2.113583386
0.000174318,2.0986178326
0.0001883022,2.0536111996
0.0001485931,2.0335014694
0.0001534561,2.1918667606
0.0001632346,2.7049699375
0,0
0,0
0,0
